year,date,time,speakers,title,abstract,type,tags,slides,video,audio
2022,2022-10-13,9:30 - 10:30,"Jordan Hale (The Maintainers, University of Waterloo)",,,"keynote, binkley",,,https://www.youtube.com/watch?v=Co7v56ZdgO8,
2022,2022-10-13,11:00 - 11:20,Alisa B. Rod | Carolyn Pecoskie | Kristen Howard | Clara Turp | Robin Desmeules (McGill University) | Nadine Desrochers (Université de Montréal),BiblioTECH: Building a Collaborative Future-Oriented Instruction Program for Information Studies Students (remote presentation),"This presentation will discuss the development and implementation of BiblioTECH, a technology literacy and hands-on practical training program aimed at current information studies students. BiblioTECH is an institution-agnostic program developed by an inter-institutional collaborative organizing committee of practicing information professionals, faculty, and graduate students.",talk,,,https://www.youtube.com/watch?v=UQytX5Uk2RM,
2022,2022-10-13,11:20 - 11:40,Matthew Fesnak (Ontario Legislative Assembly),What if MARC Really Died? Experiences from Using Drupal as a Library System,"Libraries have relied on a handful of catalogue systems since they were introduced in the late 90s, and big change is withheld in order to maintain data structures from these systems. This presentation will look at what it is like to work with Drupal to manage government library records.",talk,,,https://www.youtube.com/watch?v=x1Lz7Birr8c,
2022,2022-10-13,11:40 - 12:00,Julie Anne Richardson & Arlene Whetter (Library and Archives Canada),Acquisitions Workflows Using Publisher-Supplied Metadata at Library and Archives Canada ,"Leveraging publisher-supplied metadata to efficiently manage digital objects and provide a head start with description has been a long-standing goal at Library and Archives Canada. Join us for a look at how we meet the digital challenge with an inside peek at our systems, metadata transformations and digital object workflows.",talk,,,https://www.youtube.com/watch?v=9m-RdMp_jkc,
2022,2022-10-13,1:30 - 1:50,Arran Griffith (LYRASIS) | Robin Ruggaber (University of Virigina) | Amy Blau (Whitman College),IMLS Grant Update – Fedora Migration Paths and Tools: A Pilot Project (remote presentation),"This presentation will highlight lessons learned, and discuss the deliverables from the IMLS Grant, “Fedora Migration Paths & Tools: a Pilot Project”. We will showcase the tooling and documentation created to lower the barriers for migrations of all older versions of Fedora to the newest, most robust version, Fedora 6.0.",talk,,,,
2022,2022-10-13,1:50 - 2:10,Craig Harkema (University of Saskatchewan) | Jim Clifford (University of Saskatchewan),Agile Archives: Lessons from a COVID Community Archive project ,"Remember and Renew Saskatchewan is an interdisciplinary project funded by SSHRC and CIHR to try and learn lessons from the COVID 19 pandemic in Saskatchewan. This talk delves into the challenges associated with rapidly developing a digital archive for community contributed content, web archives, and social media content throughout the pandemic, with particular focus on what role the academic library plays in such a multifaceted and multidisciplinary project.",talk,,,https://www.youtube.com/watch?v=Ra-V49ZMJ88,
2022,2022-10-13,2:20 - 2:30,"Ashley Shaw (Wilfrid Laurier University) | Mark Weiler (Wilfrid Laurier University Library) | Bart Kawula (Scholars Portal) | Matt Thomas (Wilfrid Laurier University) | Aneta Kwak (New College, University of Toronto)",PDF Pitstops in Library Platforms: An Essential Feature for Blind Users (remote presentation),University libraries are providing blind patrons with PDFs fraught with obstacles that create second-class reading experiences. Our inter-abled design team responded by conceptualizing a “PDF Pitstop” as a remediation service integrated into library platforms. We reflect on our work so far and call for further action from library employees everywhere.,talk,,,https://www.youtube.com/watch?v=0uC-arfXCmQ,
2022,2022-10-13,2:30 - 2:40,Kelli Babcock (University of Toronto Libraries)| Ruth Kitchin Tillman | Greta Kuriger Suiter | Elizabeth Russey Roke | Anna Björnsson McCormick | Regine Heberlein,Converting Archival Description Data to RiC-O (remote presentation),In this lightning talk we will share documented steps to convert Encoded Archival Description finding aid exports – from both ArchiveSpace and AtoM – to test through the publicly released RiC-O Converter. The session will demo conversion steps for EAD finding aids from both platforms. It will conclude with initial lessons learned as well as questions arising from the resulting RiC-O data.,lightning,,,https://www.youtube.com/watch?v=oJuxTt58XZ4,
2022,2022-10-13,2:40 - 2:50,Wendy Shan (University of Alberta Library),Time to Chain Together for Future: Propose to Build the Canadian Cross-Library Consortium Blockchain,"We are not far from web 3.0. In the age of the co-existence of multiple metaverses, knowledge, which is represented by metadata, is exchanged via different pipelines. Libraries could play a central role in the net of metaverses by guiding the metadata communications, providing consistent yet personalized knowledge acquiring experiences for individual users, and enhancing the creditability of non-fungible token (NFT) preservation. It is time for librarians and programmers collaboratively build the Canadian cross-library consortium blockchain application.",lightning,,,https://www.youtube.com/watch?v=MMspd1QSm9o,
2022,2022-10-13,2:50 - 3:00,Mita Williams (University of Windsor),The Metagame: The Librarianship Expansion: the only way to lose is not to play (remote presentation),"Let’s play a game of The Metagame: The Librarianship Expansion. No, it’s not Cards Against Humanity. This deck variation is based on The Metagame, a game designed to spark winning conversation. In this talk I’ll tell you how I made this game: with nanDeck, the Noun Project, and love.",lightning,,,https://www.youtube.com/watch?v=6w-92WVGElk,
2022,2022-10-13,3:30 - 3:50,Ben Hyman (Vancouver Island Regional Library) | Renée LaBoucane (Strathcona Regional District),Community-Initiated Connectivity Joint Venture Opens the Door to Economic Reconciliation on BC’s Coast (remote presentation),"A community-initiated connectivity joint venture is bringing capacity and expertise to bear on a large scale coastal conundrum. As the project advances, numerous opportunities to demonstrably advance Reconciliation are being created. For libraries and the SUCH sector on BC’s coast, Connected Coast is a game changer.",talk,,,https://www.youtube.com/watch?v=9fLv1StqrhE,
2022,2022-10-13,3:50 - 4:10,Carey Toane (University of Toronto Libraries) | Jiewen Wu (University of Toronto Libraries) | Michael Spears (University of Toronto Academic and Collaborative Technologies Unit),More Than a Migration: Moving a Library 3D Printing Service Online,"During the pandemic, 3D printing labs closed, leaving University of Toronto students and faculty emptyhanded. This session describes how a team from University of Toronto Libraries and Academic & Collaborative Technologies created a remote 3D printing service, migrating to an online platform and expanding instruction beyond what was previously offered.",talk,,,https://www.youtube.com/watch?v=yL7NxP-PFFQ,
2022,2022-10-13,4:10 - 4:20,Catherine Larson (NYU Health Sciences Library),A Tale of Two Authentication Services (remote presentation),"Our library serves a constituency with two different authentication services. This presents challenges for patrons that are not always immediately apparent. Learn how the library has navigated authentication issues, solutions that have been implemented to ease pain points, and the path forward as authentication moves away from IP-based access.",talk,,,https://www.youtube.com/watch?v=ttRanT_1YkQ,
2022,2022-10-14,9:30 - 10:30,Shawn Graham (Carleton University),Making Epoiesen: How Hard Could it Really Be?,,keynote,,https://shawngraham.github.io/talks/access.html#/,https://www.youtube.com/watch?v=qwO3RZSu3_w,
2022,2022-10-14,11:00 - 11:20,Joanne Paterson (Western University),Bring Out Your Dead! : Exploring Different Ways to Visualise Family History Data (remote presentation) ,"Genealogy is about documenting bare facts, which can be as dull as ditch water when you try to share that raw data with others. I am experimenting with data visualisation tools, such as TEI, Gephi, and GIS, to organise and showcase family history data in a hopefully more engaging way beyond the tree graph.",talk,,,https://www.youtube.com/watch?v=25YhYFkg24c,
2022,2022-10-14,11:20 - 11:40,Michael Carter-Arlt (Toronto Metropolitan University Library) | Fangmin Wang (Toronto Metropolitan University Library),Exploring XR Technologies In Academic Libraries To Support Education And Research,"Extended Reality (XR) technology has been used in education and research for a number of years. In this presentation, we will explore the impacts of specific XR technologies on education and research by providing real world examples implemented by the Toronto Metropolitan University (TMU) Library. These technologies include location based AR (Augmented Reality), volumetric video capture, holographic displays, and 360 VR (Virtual Reality) Environments. We will also explain each methodology that was used, and best practices for each technology.",talk,,,https://www.youtube.com/watch?v=l8khBg-J9X0,
2022,2022-10-14,11:40 - 12:00,Jingjing Wu (Texas Tech University),Using OpenRefine to Retrieve Data Through APIs: Examples of Unpaywall and Scopus (remote presentation),This presentation uses Unpaywall and Scopus as two examples to demonstrate how to retrieve bibliometric metadata in the JSON format and then parse JSON data to obtain fields of interest. This method can also be used to access data through other web APIs.,talk,,,https://www.youtube.com/watch?v=GLWik-wIJ6Y,
